25,393 ; 25,395 ; 25,389 ; 25,350 ; 25,338 ; 25,338 ; 25,328 ; 25,401 ; 25,507 ; 25,685 ; 25,837 ; 25,889 ; 25,870 ; 25,862 ; 25,849 ; 25,831 ; 25,827 ; 25,827 ; 25,798 ; 25,780 ; 25,792 ; 25,778 ; 25,756 ; 25,745 ; 25,757 ; 25,730 ; 25,711 ; 25,713 ; 25,711 ; 25,701 ; 25,681 ; 25,675 ; 25,647 ; 25,636 ; 25,647 ; 25,620 ; 25,604 ; 25,597 ; 25,607 ; 25,592 ; 25,579 ; 25,577 ; 25,541 ; 25,531 ; 25,538 ; 25,507 ; 25,522 ; 25,489 ; 25,491 ; 25,468 ; 25,451 ; 25,461 ; 25,430 ; 25,424 ; 25,418 ; 25,413 ; 25,384 ; 25,381 ; 25,383 ; 25,382 ; 25,352 ; 25,354 ; 25,331 ; 25,323 ; 25,297 ; 25,305 ; 25,302 ; 25,288 ; 25,256 ; 25,261 ; 25,260 ; 25,244 ; 25,219 ; 25,212 ; 25,213 ; 25,188 ; 25,167 ; 25,155 ; 25,150 ; 25,158 ; 25,149 ; 25,118 ; 25,129 ; 25,097 ; 25,111 ; 25,074 ; 24,940 ; 24,684 ; 24,563 ; 24,439 ; 24,431 ; 24,415 ; 24,395 ; 24,376 ; 24,385 ; 24,378 ; 24,352 ; 24,360 ; 24,346 ; 24,337 ; 
25,685 ; 25,828 ; 25,982 ; 26,027 ; 26,012 ; 26,025 ; 25,997 ; 25,985 ; 25,970 ; 25,965 ; 25,972 ; 25,942 ; 25,941 ; 25,917 ; 25,934 ; 25,892 ; 25,895 ; 25,871 ; 25,886 ; 25,874 ; 25,842 ; 25,837 ; 25,827 ; 25,816 ; 25,801 ; 25,798 ; 25,776 ; 25,769 ; 25,779 ; 25,766 ; 25,762 ; 25,727 ; 25,739 ; 25,700 ; 25,720 ; 25,707 ; 25,678 ; 25,666 ; 25,675 ; 25,639 ; 25,632 ; 25,619 ; 25,615 ; 25,617 ; 25,592 ; 25,574 ; 25,590 ; 25,553 ; 25,568 ; 25,559 ; 25,521 ; 25,528 ; 25,512 ; 25,523 ; 25,499 ; 25,500 ; 25,479 ; 25,449 ; 25,458 ; 25,440 ; 25,442 ; 25,418 ; 25,408 ; 25,389 ; 25,397 ; 25,375 ; 25,351 ; 25,359 ; 25,356 ; 25,326 ; 25,320 ; 25,315 ; 25,297 ; 25,289 ; 25,297 ; 25,262 ; 25,285 ; 25,258 ; 25,097 ; 24,909 ; 24,793 ; 24,605 ; 24,584 ; 24,598 ; 24,561 ; 24,550 ; 24,536 ; 24,544 ; 24,506 ; 24,524 ; 24,507 ; 24,477 ; 24,487 ; 24,462 ; 24,462 ; 24,438 ; 24,425 ; 24,434 ; 24,401 ; 24,422 ; 
26,088 ; 26,109 ; 26,100 ; 26,063 ; 26,074 ; 26,040 ; 26,051 ; 26,026 ; 26,021 ; 26,018 ; 25,996 ; 26,002 ; 25,990 ; 25,971 ; 25,954 ; 25,935 ; 25,945 ; 25,938 ; 25,901 ; 25,893 ; 25,895 ; 25,871 ; 25,871 ; 25,864 ; 25,854 ; 25,855 ; 25,825 ; 25,809 ; 25,795 ; 25,799 ; 25,799 ; 25,785 ; 25,756 ; 25,758 ; 25,758 ; 25,752 ; 25,719 ; 25,715 ; 25,718 ; 25,691 ; 25,675 ; 25,681 ; 25,664 ; 25,651 ; 25,635 ; 25,652 ; 25,635 ; 25,620 ; 25,596 ; 25,580 ; 25,573 ; 25,572 ; 25,535 ; 25,558 ; 25,547 ; 25,524 ; 25,527 ; 25,513 ; 25,474 ; 25,474 ; 25,480 ; 25,452 ; 25,467 ; 25,430 ; 25,443 ; 25,413 ; 25,402 ; 25,405 ; 25,388 ; 25,368 ; 25,378 ; 25,256 ; 24,978 ; 24,891 ; 24,729 ; 24,721 ; 24,695 ; 24,704 ; 24,686 ; 24,679 ; 24,641 ; 24,647 ; 24,630 ; 24,631 ; 24,625 ; 24,585 ; 24,602 ; 24,562 ; 24,570 ; 24,543 ; 24,530 ; 24,523 ; 24,533 ; 24,509 ; 24,498 ; 24,477 ; 24,480 ; 24,465 ; 24,471 ; 24,482 ; 
26,161 ; 26,137 ; 26,128 ; 26,128 ; 26,093 ; 26,112 ; 26,070 ; 26,083 ; 26,072 ; 26,064 ; 26,046 ; 26,039 ; 26,018 ; 26,005 ; 26,014 ; 26,005 ; 25,977 ; 25,981 ; 25,953 ; 25,968 ; 25,951 ; 25,935 ; 25,926 ; 25,908 ; 25,911 ; 25,887 ; 25,883 ; 25,877 ; 25,866 ; 25,843 ; 25,844 ; 25,823 ; 25,817 ; 25,815 ; 25,778 ; 25,783 ; 25,761 ; 25,768 ; 25,767 ; 25,754 ; 25,732 ; 25,717 ; 25,724 ; 25,695 ; 25,693 ; 25,687 ; 25,672 ; 25,671 ; 25,638 ; 25,656 ; 25,617 ; 25,617 ; 25,599 ; 25,582 ; 25,579 ; 25,586 ; 25,564 ; 25,542 ; 25,558 ; 25,523 ; 25,527 ; 25,524 ; 25,516 ; 25,489 ; 25,288 ; 25,046 ; 24,955 ; 24,844 ; 24,818 ; 24,802 ; 24,794 ; 24,799 ; 24,782 ; 24,778 ; 24,771 ; 24,735 ; 24,726 ; 24,737 ; 24,721 ; 24,697 ; 24,683 ; 24,665 ; 24,662 ; 24,651 ; 24,633 ; 24,642 ; 24,622 ; 24,629 ; 24,588 ; 24,609 ; 24,599 ; 24,555 ; 24,548 ; 24,560 ; 24,550 ; 24,535 ; 24,519 ; 24,521 ; 24,505 ; 24,506 ; 
26,183 ; 26,152 ; 26,156 ; 26,135 ; 26,149 ; 26,105 ; 26,122 ; 26,118 ; 26,095 ; 26,080 ; 26,087 ; 26,057 ; 26,039 ; 26,021 ; 26,021 ; 26,032 ; 26,025 ; 25,988 ; 25,974 ; 25,972 ; 25,972 ; 25,976 ; 25,956 ; 25,927 ; 25,933 ; 25,920 ; 25,911 ; 25,885 ; 25,883 ; 25,883 ; 25,862 ; 25,860 ; 25,838 ; 25,849 ; 25,816 ; 25,819 ; 25,812 ; 25,781 ; 25,781 ; 25,768 ; 25,756 ; 25,762 ; 25,729 ; 25,743 ; 25,732 ; 25,712 ; 25,712 ; 25,699 ; 25,690 ; 25,654 ; 25,664 ; 25,651 ; 25,634 ; 25,650 ; 25,620 ; 25,627 ; 25,522 ; 25,302 ; 25,065 ; 24,970 ; 24,962 ; 24,922 ; 24,935 ; 24,900 ; 24,881 ; 24,882 ; 24,864 ; 24,878 ; 24,870 ; 24,837 ; 24,835 ; 24,841 ; 24,819 ; 24,813 ; 24,789 ; 24,765 ; 24,783 ; 24,769 ; 24,737 ; 24,750 ; 24,732 ; 24,728 ; 24,702 ; 24,684 ; 24,677 ; 24,679 ; 24,666 ; 24,647 ; 24,624 ; 24,646 ; 24,629 ; 24,603 ; 24,591 ; 24,579 ; 24,584 ; 24,561 ; 24,556 ; 24,568 ; 24,547 ; 24,527 ; 
26,234 ; 26,210 ; 26,185 ; 26,187 ; 26,177 ; 26,167 ; 26,171 ; 26,142 ; 26,124 ; 26,126 ; 26,116 ; 26,103 ; 26,077 ; 26,093 ; 26,060 ; 26,075 ; 26,050 ; 26,048 ; 26,042 ; 26,012 ; 26,008 ; 25,990 ; 26,003 ; 25,987 ; 25,962 ; 25,941 ; 25,936 ; 25,928 ; 25,915 ; 25,911 ; 25,908 ; 25,911 ; 25,884 ; 25,887 ; 25,879 ; 25,862 ; 25,840 ; 25,838 ; 25,819 ; 25,823 ; 25,817 ; 25,789 ; 25,778 ; 25,783 ; 25,778 ; 25,763 ; 25,739 ; 25,736 ; 25,691 ; 25,484 ; 25,304 ; 25,092 ; 25,078 ; 25,050 ; 25,056 ; 25,051 ; 25,017 ; 25,026 ; 25,010 ; 25,005 ; 24,976 ; 24,974 ; 24,962 ; 24,945 ; 24,927 ; 24,936 ; 24,906 ; 24,924 ; 24,881 ; 24,875 ; 24,867 ; 24,848 ; 24,839 ; 24,849 ; 24,844 ; 24,814 ; 24,818 ; 24,788 ; 24,775 ; 24,764 ; 24,763 ; 24,758 ; 24,737 ; 24,747 ; 24,715 ; 24,716 ; 24,694 ; 24,697 ; 24,668 ; 24,670 ; 24,660 ; 24,630 ; 24,613 ; 24,628 ; 24,599 ; 24,613 ; 24,597 ; 24,568 ; 24,562 ; 24,554 ; 
26,245 ; 26,236 ; 26,221 ; 26,229 ; 26,193 ; 26,184 ; 26,187 ; 26,158 ; 26,178 ; 26,143 ; 26,132 ; 26,138 ; 26,116 ; 26,113 ; 26,110 ; 26,087 ; 26,089 ; 26,061 ; 26,058 ; 26,042 ; 26,049 ; 26,036 ; 26,027 ; 26,015 ; 26,014 ; 26,003 ; 25,968 ; 25,964 ; 25,966 ; 25,944 ; 25,933 ; 25,947 ; 25,919 ; 25,923 ; 25,901 ; 25,907 ; 25,891 ; 25,885 ; 25,860 ; 25,861 ; 25,861 ; 25,658 ; 25,522 ; 25,277 ; 25,185 ; 25,192 ; 25,176 ; 25,144 ; 25,141 ; 25,127 ; 25,145 ; 25,124 ; 25,117 ; 25,108 ; 25,068 ; 25,072 ; 25,050 ; 25,048 ; 25,056 ; 25,040 ; 25,037 ; 25,008 ; 25,013 ; 24,979 ; 24,967 ; 24,973 ; 24,949 ; 24,939 ; 24,947 ; 24,933 ; 24,901 ; 24,910 ; 24,872 ; 24,866 ; 24,881 ; 24,843 ; 24,849 ; 24,823 ; 24,805 ; 24,792 ; 24,783 ; 24,768 ; 24,771 ; 24,750 ; 24,744 ; 24,747 ; 24,729 ; 24,728 ; 24,715 ; 24,686 ; 24,689 ; 24,683 ; 24,653 ; 24,666 ; 24,637 ; 24,635 ; 24,628 ; 24,611 ; 24,592 ; 24,615 ; 
26,263 ; 26,241 ; 26,260 ; 26,247 ; 26,215 ; 26,210 ; 26,191 ; 26,181 ; 26,185 ; 26,179 ; 26,175 ; 26,144 ; 26,134 ; 26,128 ; 26,132 ; 26,095 ; 26,109 ; 26,106 ; 26,073 ; 26,055 ; 26,069 ; 26,064 ; 26,050 ; 26,019 ; 26,027 ; 26,007 ; 26,011 ; 25,985 ; 25,982 ; 25,974 ; 25,968 ; 25,968 ; 25,954 ; 25,913 ; 25,809 ; 25,559 ; 25,424 ; 25,298 ; 25,285 ; 25,266 ; 25,261 ; 25,254 ; 25,219 ; 25,213 ; 25,203 ; 25,194 ; 25,204 ; 25,187 ; 25,172 ; 25,154 ; 25,155 ; 25,119 ; 25,129 ; 25,100 ; 25,099 ; 25,101 ; 25,096 ; 25,077 ; 25,071 ; 25,029 ; 25,048 ; 25,040 ; 25,026 ; 25,011 ; 24,991 ; 24,960 ; 24,976 ; 24,971 ; 24,935 ; 24,931 ; 24,917 ; 24,921 ; 24,903 ; 24,904 ; 24,890 ; 24,870 ; 24,856 ; 24,857 ; 24,832 ; 24,812 ; 24,824 ; 24,807 ; 24,775 ; 24,774 ; 24,763 ; 24,746 ; 24,737 ; 24,743 ; 24,725 ; 24,701 ; 24,715 ; 24,692 ; 24,679 ; 24,684 ; 24,654 ; 24,641 ; 24,658 ; 24,642 ; 24,637 ; 24,625 ; 
26,285 ; 26,290 ; 26,276 ; 26,248 ; 26,247 ; 26,229 ; 26,230 ; 26,229 ; 26,204 ; 26,185 ; 26,196 ; 26,167 ; 26,155 ; 26,165 ; 26,135 ; 26,147 ; 26,128 ; 26,110 ; 26,118 ; 26,089 ; 26,098 ; 26,087 ; 26,067 ; 26,043 ; 26,066 ; 26,025 ; 25,886 ; 25,671 ; 25,464 ; 25,394 ; 25,386 ; 25,387 ; 25,378 ; 25,352 ; 25,325 ; 25,321 ; 25,325 ; 25,315 ; 25,307 ; 25,290 ; 25,288 ; 25,246 ; 25,270 ; 25,252 ; 25,218 ; 25,230 ; 25,221 ; 25,215 ; 25,182 ; 25,172 ; 25,174 ; 25,145 ; 25,152 ; 25,124 ; 25,135 ; 25,101 ; 25,099 ; 25,075 ; 25,093 ; 25,077 ; 25,060 ; 25,053 ; 25,017 ; 25,016 ; 25,005 ; 24,995 ; 24,979 ; 24,972 ; 24,955 ; 24,959 ; 24,952 ; 24,935 ; 24,906 ; 24,918 ; 24,882 ; 24,886 ; 24,870 ; 24,845 ; 24,854 ; 24,827 ; 24,839 ; 24,800 ; 24,809 ; 24,799 ; 24,788 ; 24,763 ; 24,749 ; 24,765 ; 24,752 ; 24,728 ; 24,710 ; 24,703 ; 24,710 ; 24,698 ; 24,698 ; 24,680 ; 24,679 ; 24,655 ; 24,649 ; 24,653 ; 
26,308 ; 26,308 ; 26,287 ; 26,271 ; 26,266 ; 26,259 ; 26,236 ; 26,251 ; 26,224 ; 26,210 ; 26,193 ; 26,192 ; 26,197 ; 26,184 ; 26,174 ; 26,156 ; 26,147 ; 26,142 ; 26,015 ; 25,837 ; 25,684 ; 25,500 ; 25,468 ; 25,474 ; 25,469 ; 25,450 ; 25,452 ; 25,442 ; 25,417 ; 25,396 ; 25,390 ; 25,380 ; 25,390 ; 25,364 ; 25,354 ; 25,360 ; 25,346 ; 25,337 ; 25,323 ; 25,299 ; 25,284 ; 25,273 ; 25,272 ; 25,273 ; 25,246 ; 25,247 ; 25,216 ; 25,205 ; 25,201 ; 25,204 ; 25,186 ; 25,180 ; 25,175 ; 25,160 ; 25,126 ; 25,132 ; 25,132 ; 25,123 ; 25,099 ; 25,097 ; 25,078 ; 25,065 ; 25,057 ; 25,048 ; 25,034 ; 25,014 ; 25,021 ; 24,991 ; 24,996 ; 24,962 ; 24,977 ; 24,948 ; 24,939 ; 24,941 ; 24,919 ; 24,903 ; 24,897 ; 24,874 ; 24,872 ; 24,861 ; 24,862 ; 24,862 ; 24,825 ; 24,825 ; 24,823 ; 24,800 ; 24,801 ; 24,765 ; 24,771 ; 24,750 ; 24,740 ; 24,723 ; 24,728 ; 24,711 ; 24,702 ; 24,717 ; 24,688 ; 24,672 ; 24,665 ; 24,664 ; 
